feature,score
796.33nm_max,27.672650629052516
594.81nm_q75,27.604928635763535
802.76nm_std,27.437015923971785
789.90nm_max,27.39333878430518
429.74nm_std,27.34777243499919
804.91nm_std,27.234966165447442
794.19nm_max,27.18243953260805
667.70nm_min,27.179068688491427
1015.00nm_skew,27.15419764786762
549.79nm_q75,27.115532011658544
539.07nm_std,27.09670664947835
807.05nm_std,27.03639977189585
472.62nm_q25,26.998899903789948
592.67nm_q75,26.964333441489497
809.19nm_max,26.945416334608144
802.76nm_max,26.91223099521009
809.19nm_std,26.828749402655237
603.39nm_std,26.82738946494124
506.92nm_skew,26.80172898804262
431.88nm_std,26.780247748873723
502.63nm_std,26.70752881065997
811.34nm_std,26.618398636308267
944.25nm_skew,26.56049748301566
404.01nm_std,26.53251446150451
813.48nm_std,26.399025066241148
395.44nm_skew,26.379449901841003
590.53nm_q75,26.334165053257607
474.76nm_q25,26.30517310666769
815.63nm_std,26.199983264636302
434.03nm_std,26.171446293351337
397.58nm_skew,26.128620109512358
399.73nm_skew,26.11945946034882
819.91nm_max,26.078114372173697
811.34nm_max,26.035360517683568
601.24nm_std,26.008919206879852
817.77nm_std,25.98817571374067
551.94nm_q75,25.909675780304767
822.06nm_max,25.85680432578784
819.91nm_std,25.7697566242736
609.82nm_max,25.71307523507601
588.38nm_q75,25.638864708091237
817.77nm_max,25.62251978250855
665.56nm_min,25.583923830936058
813.48nm_max,25.56937413291579
822.06nm_std,25.555679506484896
815.63nm_max,25.43484876940258
436.17nm_std,25.356918640353168
824.20nm_std,25.336590730364257
541.22nm_std,25.29241588525455
599.10nm_std,25.221211009354317
826.34nm_std,25.117662657815337
586.24nm_q75,25.063420038234455
824.20nm_max,24.957268463448504
946.40nm_skew,24.930629144981978
401.87nm_skew,24.9242478067455
607.68nm_max,24.918099694678144
401.87nm_std,24.88076650040269
828.49nm_std,24.86974839602524
828.49nm_max,24.847419141987316
554.08nm_q75,24.757842534688347
500.48nm_std,24.6627865548521
438.31nm_std,24.61044258700742
830.63nm_std,24.60771381934505
584.09nm_q75,24.604669427822273
596.96nm_std,24.554120420786166
1012.86nm_skew,24.54676880803597
663.41nm_min,24.52843840917336
1015.00nm_std,24.307314546627435
832.78nm_std,24.30574698338531
826.34nm_max,24.184790218422503
581.95nm_q75,24.121790151201797
404.01nm_skew,23.991187101128325
834.92nm_std,23.932975682930408
594.81nm_std,23.924259126232606
440.46nm_std,23.901938177722606
556.22nm_q75,23.897276625111513
543.36nm_std,23.80183857220116
579.81nm_q75,23.664224175372784
830.63nm_max,23.463549190908083
837.06nm_std,23.45132443989989
832.78nm_max,23.321833136332295
592.67nm_std,23.27544560597661
834.92nm_max,23.23004098001857
577.66nm_q75,23.221799084723184
384.72nm_std,23.214959106405445
948.54nm_skew,23.182274193611637
1010.71nm_skew,23.169973571290114
558.37nm_q75,23.13388177157926
399.73nm_std,23.057360195497495
442.60nm_std,23.028495593221788
605.53nm_max,22.99697546794438
839.21nm_std,22.93002501892579
498.34nm_std,22.925093477653213
504.77nm_skew,22.858907760874725
575.52nm_q75,22.821917250771712
1012.86nm_std,22.638339989281448
590.53nm_std,22.605161255014107
545.51nm_std,22.577641984816736
560.51nm_q75,22.524058077398873
841.35nm_std,22.44092366451522
837.06nm_max,22.40898481170011
573.37nm_q75,22.36739340864969
562.66nm_q75,22.11499285876697
571.23nm_q75,22.038975092256027
661.27nm_min,22.024866536078484
843.49nm_std,22.02431770367863
444.75nm_std,21.969077470575105
603.39nm_max,21.921222720560884
588.38nm_std,21.904979368784048
564.80nm_q75,21.823688123210136
569.09nm_q75,21.8172112275894
566.94nm_q75,21.709729739543004
496.20nm_std,21.699979402857313
845.64nm_std,21.695963637840826
1010.71nm_std,21.67485462969061
464.04nm_q25,21.660581052071926
547.65nm_std,21.541702048575647
1008.57nm_skew,21.481175829789194
847.78nm_std,21.41312241442102
397.58nm_std,21.365611828251343
446.89nm_std,21.337711613284768
1008.57nm_std,21.287190828668365
586.24nm_std,21.265261070596186
950.69nm_skew,21.184092460392044
839.21nm_max,21.162824074342947
849.93nm_std,21.16093220000397
852.07nm_std,20.95500743971497
601.24nm_max,20.914499975440407
944.25nm_min,20.865761155624142
494.05nm_std,20.77041217813317
854.21nm_std,20.72220886071188
584.09nm_std,20.714313983481386
466.18nm_q25,20.625895226289813
549.79nm_std,20.623953013745325
1006.42nm_skew,20.55517061841777
856.36nm_std,20.50366648249582
386.86nm_std,20.50252852615756
449.03nm_std,20.437351127607798
858.50nm_std,20.287128345503977
581.95nm_std,20.188750320074433
845.64nm_max,20.156899123154666
599.10nm_max,20.09161386249665
491.91nm_std,20.042838149449256
860.65nm_std,20.04203678593805
1006.42nm_std,20.018312500265942
502.63nm_skew,19.97252545457415
395.44nm_std,19.867687534262704
451.18nm_std,19.84290253752007
410.44nm_skew,19.827900566321695
862.79nm_std,19.81165740803333
551.94nm_std,19.7988011817027
841.35nm_max,19.69109628270872
579.81nm_std,19.68033146726438
1004.28nm_skew,19.608365013630138
864.93nm_std,19.566721829975236
393.29nm_std,19.534619621316228
843.49nm_max,19.416149943497707
489.77nm_std,19.41245380847913
406.16nm_skew,19.341084027025204
867.08nm_std,19.3163487458652
1004.28nm_std,19.28572466642913
847.78nm_max,19.23690231619962
577.66nm_std,19.194096561471067
453.32nm_std,19.168258752830763
869.22nm_std,19.10751046816145
849.93nm_max,19.07598103708048
554.08nm_std,19.06193743682906
412.59nm_skew,19.042565935422964
391.15nm_std,19.018837770506384
spectrum_slope,18.947555369089567
871.36nm_std,18.935339917997677
487.62nm_std,18.9165378445558
389.01nm_std,18.821807486894535
596.96nm_max,18.77322866967889
873.51nm_std,18.760108642139794
575.52nm_std,18.698405345418298
852.07nm_max,18.6976545028284
1002.14nm_std,18.612801295899445
875.65nm_std,18.610449491974656
485.48nm_std,18.58484724295698
1002.14nm_skew,18.503615387444693
952.83nm_skew,18.493830312941043
877.80nm_std,18.487298950966036
468.33nm_q25,18.482440792222594
556.22nm_std,18.43943723251884
856.36nm_max,18.398073278650994
854.21nm_max,18.378161768261226
455.46nm_std,18.36646636009155
879.94nm_std,18.352476008301714
483.33nm_std,18.309178114778213
882.08nm_std,18.242168170087147
573.37nm_std,18.210933975816474
481.19nm_std,18.19425573442942
884.23nm_std,18.121457676262104
886.37nm_std,18.041616807252648
888.52nm_std,17.97023936485475
999.99nm_std,17.95904841978912
558.37nm_std,17.958408024088875
479.05nm_std,17.94661424114371
890.66nm_std,17.917528110856015
476.90nm_std,17.89305650268329
594.81nm_max,17.86944078574315
858.50nm_max,17.86629976773186
461.90nm_q25,17.86614099726249
892.80nm_std,17.850363860602524
894.95nm_std,17.789496199417766
457.61nm_std,17.78492842072162
571.23nm_std,17.78267650314885
999.99nm_skew,17.721414435708546
474.76nm_std,17.717980180817342
897.09nm_std,17.706874622363852
440.46nm_q25,17.687741554217173
459.75nm_std,17.63291505421592
472.62nm_std,17.63217218943476
560.51nm_std,17.593208896548834
899.23nm_std,17.557035751419605
500.48nm_skew,17.539490652087267
569.09nm_std,17.467217687959145
860.65nm_max,17.375473368276214
562.66nm_std,17.350177574483716
901.38nm_std,17.32141487084577
470.47nm_std,17.296156305345118
461.90nm_std,17.295239547628903
566.94nm_std,17.28617053779063
564.80nm_std,17.24627616094422
862.79nm_max,17.23867399505565
442.60nm_q25,17.180475255163365
414.73nm_skew,17.1774869673833
464.04nm_std,17.11796564388181
468.33nm_std,17.117491551560448
903.52nm_std,17.0611479856179
466.18nm_std,17.04219760851962
864.93nm_max,16.97732625970158
997.85nm_std,16.91289078991651
905.67nm_std,16.81855092560479
378.29nm_skew,16.741814221068466
869.22nm_max,16.599490907848306
907.81nm_std,16.574428090510406
867.08nm_max,16.483638071381577
592.67nm_max,16.457382557861795
995.71nm_std,16.36933105492101
997.85nm_skew,16.327547545589308
909.95nm_std,16.321718281544506
444.75nm_q25,16.14439831496448
912.10nm_std,16.117874881775897
416.88nm_skew,16.100273236585164
459.75nm_q25,16.07975558766811
914.24nm_std,15.902329716195293
590.53nm_max,15.771107155738795
995.71nm_skew,15.702126316446813
916.38nm_std,15.687023747434415
875.65nm_max,15.679441145376696
993.56nm_std,15.676796087939039
954.97nm_skew,15.659104219469613
419.02nm_skew,15.614289832911787
498.34nm_skew,15.56492662391445
877.80nm_max,15.521508038949662
659.13nm_min,15.4965923502573
873.51nm_max,15.489127175582146
871.36nm_max,15.389108117531348
918.53nm_std,15.31943298869483
588.38nm_max,15.14435778172958
879.94nm_max,14.874777650270678
920.67nm_std,14.826523922253209
451.18nm_q25,14.75773951485913
993.56nm_skew,14.565668539357693
431.88nm_q25,14.539511792989536
421.16nm_skew,14.525885599338377
586.24nm_max,14.523662132222798
991.42nm_std,14.48472374026683
656.98nm_min,14.398582735675202
888.52nm_max,14.376324343655806
882.08nm_max,14.187959148493531
455.46nm_q25,14.161093807951719
922.82nm_std,14.150142628072809
584.09nm_max,14.063933076628208
496.20nm_skew,14.036553878035496
991.42nm_skew,13.998655228836476
654.84nm_min,13.868302711160984
650.55nm_min,13.679092194755247
886.37nm_max,13.539205179106544
436.17nm_q25,13.501456352899273
989.27nm_std,13.48345055151491
884.23nm_max,13.43729908118415
924.96nm_std,13.33657352245905
425.45nm_skew,13.272985044340833
423.31nm_skew,13.258904013989403
957.12nm_skew,13.240185675906083
989.27nm_skew,13.213436603305873
581.95nm_max,13.139362907199537
579.81nm_max,12.98960906435303
890.66nm_max,12.941397583131169
494.05nm_skew,12.829057225518365
987.13nm_skew,12.68094595412388
987.13nm_std,12.600998213701935
894.95nm_max,12.526190907278004
892.80nm_max,12.51105893975126
429.74nm_q25,12.469417146186117
434.03nm_q25,12.469417146186117
927.10nm_std,12.326826238953302
453.32nm_q25,12.258022374175694
946.40nm_min,12.20976966937897
457.61nm_q25,12.131878835325606
427.60nm_skew,12.119807699199063
438.31nm_q25,12.07475813769936
491.91nm_skew,12.064765843865043
984.99nm_skew,12.005360079065795
429.74nm_skew,11.933868615452322
534.79nm_kurtosis,11.918565009151202
577.66nm_max,11.841641283355992
984.99nm_std,11.808118610854086
899.23nm_max,11.747936583378126
959.26nm_skew,11.667195027326645
489.77nm_skew,11.649292822356252
536.93nm_kurtosis,11.64871733934318
982.84nm_skew,11.552152423160958
897.09nm_max,11.479251102243055
427.60nm_q25,11.443690458239036
449.03nm_q25,11.22971597429181
532.64nm_kurtosis,11.22592042097598
487.62nm_skew,11.214156486194215
929.25nm_std,11.18446893269829
412.59nm_q25,11.137307480164624
374.00nm_skew,10.998290675257598
431.88nm_skew,10.945772730219776
978.56nm_skew,10.934536341611977
980.70nm_skew,10.922432042588884
575.52nm_max,10.917811629874391
901.38nm_max,10.878473605483984
903.52nm_max,10.856842067026
646.26nm_min,10.841586857360932
485.48nm_skew,10.762156643956565
539.07nm_kurtosis,10.67830284391229
982.84nm_std,10.609642354581545
434.03nm_skew,10.600489979844117
961.40nm_skew,10.56125935546787
976.41nm_skew,10.557327905457921
423.31nm_q25,10.424665353009715
573.37nm_max,10.391334744452735
905.67nm_max,10.340843451516404
974.27nm_skew,10.31064424477498
963.55nm_skew,10.228183638913805
483.33nm_skew,10.220757564357898
907.81nm_max,10.144052990636464
648.41nm_min,10.103819121009401
446.89nm_q25,10.063056232470064
969.98nm_skew,9.95429735399802
965.69nm_skew,9.910080192433075
481.19nm_skew,9.880777631061534
931.39nm_std,9.844209860358662
967.84nm_skew,9.800337319872504
479.05nm_skew,9.79980631844566
641.98nm_min,9.774007941209327
980.70nm_std,9.753510874428692
644.12nm_min,9.707464551759148
571.23nm_max,9.667479931520338
526.21nm_max,9.645299113028868
524.07nm_max,9.627021342687296
909.95nm_max,9.617441132124332
436.17nm_skew,9.601559192925626
530.50nm_kurtosis,9.57532137444042
376.14nm_kurtosis,9.549388772341308
541.22nm_kurtosis,9.462561151774334
416.88nm_q25,9.412859277546824
425.45nm_q25,9.412859277546824
421.16nm_q25,9.412859277546824
382.58nm_max,9.395611771472971
528.35nm_max,9.342628024148427
521.92nm_max,9.306101158884543
978.56nm_std,9.290805256044933
408.30nm_q25,9.07461021675751
972.12nm_skew,9.035587328500613
569.09nm_max,8.87335838220806
444.75nm_skew,8.696397034473723
912.10nm_max,8.671889584092341
519.78nm_max,8.634688013541199
451.18nm_skew,8.623495268405598
474.76nm_skew,8.615356951555176
440.46nm_skew,8.612283752824293
442.60nm_skew,8.538747948586748
566.94nm_max,8.507510457585251
530.50nm_max,8.493249771141462
532.64nm_max,8.491849545306147
933.54nm_std,8.45986665804408
976.41nm_std,8.430032551445349
652.70nm_min,8.398099595284181
543.36nm_kurtosis,8.326729781420037
472.62nm_skew,8.249086589469858
408.30nm_skew,8.1315079004056
534.79nm_max,8.098380114637779
455.46nm_skew,7.989642601805192
446.89nm_skew,7.965897781316641
564.80nm_max,7.9443272282568325
974.27nm_std,7.883824718161459
916.38nm_max,7.875459577029732
438.31nm_skew,7.869019318048424
914.24nm_max,7.856761395198454
517.64nm_max,7.847060269085762
470.47nm_skew,7.843724377248299
562.66nm_max,7.723735837250934
536.93nm_max,7.718654720770296
560.51nm_max,7.646159419817512
468.33nm_skew,7.583400542607367
528.35nm_kurtosis,7.569202416239937
453.32nm_skew,7.459602579468665
558.37nm_max,7.435272528219553
414.73nm_q25,7.413965550970265
543.36nm_max,7.4059003063575295
539.07nm_max,7.37045259397825
466.18nm_skew,7.326494065189333
545.51nm_kurtosis,7.3264538026968955
541.22nm_max,7.287439255541436
972.12nm_std,7.225206649260468
459.75nm_skew,7.196964363872421
464.04nm_skew,7.176900994333771
457.61nm_skew,7.163929316006043
461.90nm_skew,7.069485616940337
545.51nm_max,7.06822784732023
556.22nm_max,7.047411362021117
406.16nm_q25,7.028924889543446
935.68nm_std,6.9720919704874875
920.67nm_max,6.939779334818876
918.53nm_max,6.932401383718804
639.83nm_min,6.923572386020088
554.08nm_max,6.905497283688491
547.65nm_max,6.894022798570472
551.94nm_max,6.842168688019952
449.03nm_skew,6.786827839724004
549.79nm_max,6.668731785734521
922.82nm_max,6.611204540893209
969.98nm_std,6.573313977960512
547.65nm_kurtosis,6.482768805201045
419.02nm_q25,6.429201582282257
410.44nm_q25,6.429201582282257
515.49nm_max,6.396601066297779
382.58nm_kurtosis,6.281486763289239
384.72nm_kurtosis,6.185543839475084
967.84nm_std,6.018184687970687
391.15nm_q25,6.012396069538925
395.44nm_q25,6.012396069538925
378.29nm_q25,6.012396069538925
397.58nm_q25,6.012396069538925
399.73nm_q25,6.012396069538925
404.01nm_q25,6.012396069538925
380.43nm_q25,6.012396069538925
386.86nm_q25,6.012396069538925
549.79nm_kurtosis,5.742614370100455
526.21nm_kurtosis,5.730698598694368
404.01nm_max,5.581340350273116
937.82nm_std,5.52706421018398
513.35nm_max,5.50257741812223
421.16nm_max,5.448148049553703
965.69nm_std,5.40307348133783
924.96nm_max,5.242763241579412
927.10nm_max,5.182658102100646
635.55nm_min,5.121304834783076
551.94nm_kurtosis,5.107010969691057
374.00nm_q25,5.000041905879395
376.14nm_q25,5.000041905879395
401.87nm_q25,5.000041905879395
384.72nm_q25,5.000041905879395
382.58nm_q25,5.000041905879395
393.29nm_q25,5.000041905879395
386.86nm_skew,4.967508197961375
376.14nm_max,4.799091634314066
391.15nm_max,4.7916910784333915
410.44nm_max,4.741955266793558
963.55nm_std,4.68642109809917
554.08nm_kurtosis,4.587655606782656
624.83nm_min,4.563553634373072
511.20nm_max,4.490809066220744
929.25nm_max,4.447448336230795
380.43nm_skew,4.385512645391894
524.07nm_kurtosis,4.331553196508711
637.69nm_min,4.327445701452146
939.97nm_std,4.275157480885163
631.26nm_min,4.228689565551257
629.11nm_min,4.228689565551257
380.43nm_max,4.225617762362847
556.22nm_kurtosis,4.163649793644792
norm_spec_mean,4.124432982966368
414.73nm_max,4.022344745075713
389.01nm_q25,3.991836734693878
931.39nm_max,3.874668474003679
948.54nm_min,3.8699107554618575
374.00nm_max,3.8130358710517904
961.40nm_std,3.7967688723957647
558.37nm_kurtosis,3.771839506232016
416.88nm_max,3.71785144983891
509.06nm_max,3.659646331123298
393.29nm_kurtosis,3.606238446130072
norm_spec_std,3.589403962017289
389.01nm_max,3.5579392913324113
401.87nm_max,3.5575808109598075
389.01nm_kurtosis,3.5509674442709076
431.88nm_max,3.5388123839465426
438.31nm_max,3.5231205034974065
397.58nm_max,3.5040675947133715
399.73nm_kurtosis,3.495349305921874
560.51nm_kurtosis,3.43453329112191
521.92nm_kurtosis,3.3980544179080936
425.45nm_max,3.3819808007921703
950.69nm_min,3.321992371300498
942.11nm_std,3.1930029160914777
391.15nm_kurtosis,3.1784509841758557
562.66nm_kurtosis,3.15311241707637
633.40nm_min,3.113040665000339
408.30nm_max,3.046799925866124
406.16nm_max,2.9643277155160446
959.26nm_std,2.9119419871695222
412.59nm_max,2.9074105173246845
564.80nm_kurtosis,2.906407313857833
395.44nm_max,2.8899276861736443
395.44nm_kurtosis,2.855309240347408
476.90nm_skew,2.8433370954564685
436.17nm_max,2.8289590993743885
626.97nm_min,2.801402133470455
620.54nm_min,2.7805265815355535
519.78nm_kurtosis,2.7394597739939925
427.60nm_max,2.729587420716955
566.94nm_kurtosis,2.699039197774112
504.77nm_max,2.6893691956042325
397.58nm_kurtosis,2.6850275535162176
569.09nm_kurtosis,2.5162674902905806
506.92nm_max,2.442703905294292
571.23nm_kurtosis,2.3581792547199267
972.12nm_max,2.356743396070261
944.25nm_std,2.3543966796863867
401.87nm_kurtosis,2.3495327641807786
517.64nm_kurtosis,2.3046368243796636
622.68nm_min,2.2730645583787776
419.02nm_max,2.25894145248724
449.03nm_max,2.2572569389872124
573.37nm_kurtosis,2.2248609842281386
404.01nm_kurtosis,2.1365908585538254
575.52nm_kurtosis,2.113090953395964
1008.57nm_max,2.099275684067984
939.97nm_max,2.024692022646148
957.12nm_std,2.013961535335164
577.66nm_kurtosis,2.013650980835949
515.49nm_kurtosis,1.992455856566613
393.29nm_max,1.9913658742889349
611.96nm_min,1.9877717617659305
616.25nm_min,1.9877717617659305
423.31nm_max,1.9809346747328993
933.54nm_max,1.9681915091787392
455.46nm_kurtosis,1.9352389364956097
579.81nm_kurtosis,1.9307936223539128
581.95nm_kurtosis,1.8547159869369154
440.46nm_max,1.8260129905395772
434.03nm_max,1.8110382731446073
1015.00nm_kurtosis,1.8104872637797476
584.09nm_kurtosis,1.780978117853931
513.35nm_kurtosis,1.7803021365001288
451.18nm_kurtosis,1.7765539486640078
946.40nm_std,1.772904245611903
935.68nm_max,1.7577639501992401
410.44nm_kurtosis,1.744659030552037
586.24nm_kurtosis,1.714589202482692
446.89nm_max,1.708321552066223
399.73nm_max,1.6832571739637525
412.59nm_kurtosis,1.6797837465297238
429.74nm_kurtosis,1.6612723282022812
588.38nm_kurtosis,1.6445442617989978
511.20nm_kurtosis,1.6275898655756993
442.60nm_max,1.5992742039831005
607.68nm_min,1.588920331591038
590.53nm_kurtosis,1.5802291779419653
414.73nm_kurtosis,1.5699977018215685
592.67nm_kurtosis,1.5217414646580045
509.06nm_kurtosis,1.5154088723603434
476.90nm_max,1.5144304491884182
444.75nm_kurtosis,1.5065207855651177
416.88nm_kurtosis,1.5004268028118897
1010.71nm_max,1.4938675598829887
594.81nm_kurtosis,1.4654313392492622
614.11nm_min,1.4600194316844137
419.02nm_kurtosis,1.4559785266846668
954.97nm_std,1.4431001002987882
506.92nm_kurtosis,1.4279598078277413
596.96nm_kurtosis,1.4132329501770697
421.16nm_kurtosis,1.4105046074757048
453.32nm_max,1.4053897279743461
944.25nm_max,1.4030313978069378
502.63nm_max,1.3772106707529337
948.54nm_std,1.363825331077051
599.10nm_kurtosis,1.362644488615105
479.05nm_kurtosis,1.3570810389857202
425.45nm_kurtosis,1.3520611769184985
459.75nm_max,1.3206211884485786
502.63nm_kurtosis,1.3140522214367227
601.24nm_kurtosis,1.3136620457915622
427.60nm_kurtosis,1.3003454348699173
500.48nm_kurtosis,1.2746765007390226
603.39nm_kurtosis,1.2719534732164728
504.77nm_kurtosis,1.2584658110023177
431.88nm_kurtosis,1.2550491048894328
461.90nm_max,1.2463968803285277
434.03nm_kurtosis,1.2456441194038497
498.34nm_kurtosis,1.2419398979861949
605.53nm_kurtosis,1.2350990814194096
496.20nm_kurtosis,1.2160942563832156
423.31nm_kurtosis,1.2054502932399809
607.68nm_kurtosis,1.20191621831685
436.17nm_kurtosis,1.1981770080975538
494.05nm_kurtosis,1.196417025047349
946.40nm_max,1.1952997149722557
491.91nm_kurtosis,1.182303206854361
440.46nm_kurtosis,1.1774609110432162
489.77nm_kurtosis,1.1756811594675771
609.82nm_kurtosis,1.1746957469535915
952.83nm_std,1.1732499372384297
487.62nm_kurtosis,1.1695484823586666
442.60nm_kurtosis,1.165357582010311
485.48nm_kurtosis,1.1609159076092233
950.69nm_std,1.1539850527121547
483.33nm_kurtosis,1.151377071411138
457.61nm_max,1.1504352671064677
378.29nm_kurtosis,1.1501786679679291
611.96nm_kurtosis,1.1482477680388778
481.19nm_kurtosis,1.1465060134809733
1012.86nm_kurtosis,1.143032001540931
446.89nm_kurtosis,1.141795273325858
1010.71nm_kurtosis,1.1381752621501708
1004.28nm_kurtosis,1.1374487448043638
1006.42nm_kurtosis,1.132367972068554
942.11nm_max,1.1290009060474875
614.11nm_kurtosis,1.1230781894956532
474.76nm_kurtosis,1.1226319146870491
472.62nm_kurtosis,1.1159205772571046
453.32nm_kurtosis,1.1153256035604944
470.47nm_kurtosis,1.1102642761618913
457.61nm_kurtosis,1.1075333544972967
459.75nm_kurtosis,1.1039055942072253
468.33nm_kurtosis,1.1023795541305441
466.18nm_kurtosis,1.102171860361805
464.04nm_kurtosis,1.1013168711998484
616.25nm_kurtosis,1.0999919536110525
993.56nm_max,1.0995422905355619
461.90nm_kurtosis,1.0965613527698388
468.33nm_max,1.0843459223471648
618.39nm_kurtosis,1.078538860265243
466.18nm_max,1.072616755265774
1002.14nm_kurtosis,1.065269102834478
620.54nm_kurtosis,1.0599858585548776
386.86nm_kurtosis,1.0450114610996675
622.68nm_kurtosis,1.0450016876962882
995.71nm_kurtosis,1.0354697561110713
997.85nm_kurtosis,1.0347899081300826
999.99nm_kurtosis,1.0312508992576925
624.83nm_kurtosis,1.0302214742423692
626.97nm_kurtosis,1.0187607585081948
629.11nm_kurtosis,1.008140045167979
631.26nm_kurtosis,0.9986210475694642
987.13nm_kurtosis,0.9973071603905347
991.42nm_kurtosis,0.9951956681228383
566.94nm_min,0.9918616733862589
571.23nm_min,0.9918616733862589
575.52nm_min,0.9918616733862589
581.95nm_min,0.9918616733862589
573.37nm_min,0.9918616733862589
562.66nm_min,0.9918616733862589
592.67nm_min,0.9918616733862589
588.38nm_min,0.9918616733862589
609.82nm_min,0.9918616733862589
569.09nm_min,0.9918616733862589
601.24nm_min,0.9918616733862589
586.24nm_min,0.9918616733862589
957.12nm_min,0.9918616733862589
590.53nm_min,0.9918616733862589
952.83nm_min,0.9918616733862589
564.80nm_min,0.9918616733862589
584.09nm_min,0.9918616733862589
618.39nm_min,0.9918616733862589
558.37nm_min,0.9918616733862589
954.97nm_min,0.9918616733862589
594.81nm_min,0.9918616733862585
599.10nm_min,0.9918616733862585
596.96nm_min,0.9918616733862585
579.81nm_min,0.9918616733862585
605.53nm_min,0.9918616733862585
603.39nm_min,0.9918616733862585
577.66nm_min,0.9918616733862585
633.40nm_kurtosis,0.9913919724811519
999.99nm_max,0.9878010750088904
982.84nm_kurtosis,0.9862630065201908
635.55nm_kurtosis,0.9844162186123522
637.69nm_kurtosis,0.9782481296152807
639.83nm_kurtosis,0.9747133078319956
641.98nm_kurtosis,0.9706704390456762
976.41nm_kurtosis,0.9678015783143941
974.27nm_kurtosis,0.9660751510010896
644.12nm_kurtosis,0.9646792423038232
989.27nm_kurtosis,0.9627947406810191
984.99nm_max,0.9627502467078957
646.26nm_kurtosis,0.9569498989994784
648.41nm_kurtosis,0.9464752302489019
978.56nm_kurtosis,0.9432181949783216
969.98nm_kurtosis,0.9420718336274171
650.55nm_kurtosis,0.9364768465993643
652.70nm_kurtosis,0.928517604916005
654.84nm_kurtosis,0.9203315448942411
967.84nm_kurtosis,0.9177014036589233
656.98nm_kurtosis,0.9138631770352156
963.55nm_kurtosis,0.911762942039142
965.69nm_kurtosis,0.910554660605349
659.13nm_kurtosis,0.9084827162440361
661.27nm_kurtosis,0.9035208069784424
663.41nm_kurtosis,0.8997945525244535
665.56nm_kurtosis,0.8967739118122633
667.70nm_kurtosis,0.8936849588036928
669.85nm_kurtosis,0.8915218374098961
993.56nm_kurtosis,0.8904576623668886
671.99nm_kurtosis,0.8901291718071406
674.13nm_kurtosis,0.8895811538086157
676.28nm_kurtosis,0.8894504522054367
380.43nm_kurtosis,0.8883672570643198
678.42nm_kurtosis,0.8881662873381826
680.57nm_kurtosis,0.8873865838558138
682.71nm_kurtosis,0.8862930403616553
684.85nm_kurtosis,0.8837515495944598
687.00nm_kurtosis,0.8810836188924475
689.14nm_kurtosis,0.8778523697659836
691.28nm_kurtosis,0.8747644092916547
948.54nm_max,0.8735081393324844
500.48nm_max,0.8723339237722099
693.43nm_kurtosis,0.8721250523320909
695.57nm_kurtosis,0.8693665176373946
697.72nm_kurtosis,0.8663386544992726
699.86nm_kurtosis,0.8640967777686002
702.00nm_kurtosis,0.8611442623129029
984.99nm_kurtosis,0.8609452570055814
704.15nm_kurtosis,0.859390851419465
747.02nm_kurtosis,0.8577280329184692
706.29nm_kurtosis,0.8576707687903727
749.17nm_kurtosis,0.8568739431819028
708.43nm_kurtosis,0.8551600673834346
744.88nm_kurtosis,0.8543020141788416
751.31nm_kurtosis,0.8539465812195783
710.58nm_kurtosis,0.8528163691998244
712.72nm_kurtosis,0.8503955218566297
742.74nm_kurtosis,0.850200412809272
753.45nm_kurtosis,0.8470615888305664
714.87nm_kurtosis,0.8470065473305526
717.01nm_kurtosis,0.8443992303781447
740.59nm_kurtosis,0.8431810881208855
719.15nm_kurtosis,0.8413821502710008
959.26nm_kurtosis,0.8402788346794857
721.30nm_kurtosis,0.8385882473509447
374.00nm_kurtosis,0.8377672101916372
738.45nm_kurtosis,0.8373481755004707
723.44nm_kurtosis,0.8363420715155829
736.30nm_kurtosis,0.8338659110246279
725.59nm_kurtosis,0.8338621402739389
727.73nm_kurtosis,0.8327033329012647
729.87nm_kurtosis,0.8325379834204193
734.16nm_kurtosis,0.8322657563798957
732.02nm_kurtosis,0.8317875476946098
755.60nm_kurtosis,0.8263663115421557
384.72nm_max,0.8163954786075507
991.42nm_max,0.8044549545944419
757.74nm_kurtosis,0.8038852706692338
464.04nm_max,0.7958728415849601
961.40nm_kurtosis,0.7925631479257168
759.89nm_kurtosis,0.78846849651666
957.12nm_kurtosis,0.784752135403711
762.03nm_kurtosis,0.7712683770070417
980.70nm_kurtosis,0.7683157396675578
470.47nm_max,0.763006301267076
764.17nm_kurtosis,0.7512700466324782
997.85nm_max,0.7469147364375816
766.32nm_kurtosis,0.7328097321820559
954.97nm_kurtosis,0.719956504792537
768.46nm_kurtosis,0.7134811614626712
1002.14nm_max,0.6967891082942594
770.61nm_kurtosis,0.6930158757875657
1012.86nm_max,0.6708561504548084
772.75nm_kurtosis,0.6700144776608219
980.70nm_max,0.6589754337287587
774.89nm_kurtosis,0.6431685526070304
952.83nm_kurtosis,0.6378772706036553
496.20nm_max,0.6323863760091163
777.04nm_kurtosis,0.6164958104847746
498.34nm_max,0.6072113861778194
444.75nm_max,0.6056092749847836
967.84nm_max,0.6025812258330073
1008.57nm_kurtosis,0.6021814102439228
408.30nm_kurtosis,0.6018715840880725
957.12nm_max,0.5946665877013916
779.18nm_kurtosis,0.5883375568587802
989.27nm_max,0.5805384609574802
961.40nm_max,0.5795498314107067
